Gender,Item Purchased,Category,Location,Season,Discount Applied,Promo Code Used,Frequency of Purchases,Purchase Intent Category
Male,Belt,Accessories,Canada,Winter,No,No,Monthly,Wants-based
Male,Dress,Clothing,United States,Winter,Yes,Yes,Weekly,Wants-based
Male,Shorts,Clothing,United States,Winter,No,No,Monthly,Wants-based
Male,Dress,Clothing,United Kingdom,Spring,Yes,Yes,Quarterly,Wants-based
Male,Coat,Outerwear,South Africa,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Jacket,Outerwear,South Korea,Fall,No,No,Fortnightly,Wants-based
Female,Gloves,Accessories,Thailand,Winter,No,No,Quarterly,Wants-based
Female,Jewelry,Accessories,Philippines,Winter,No,No,Fortnightly,Wants-based
Male,Shoes,Footwear,Spain,Summer,No,No,Annually,Wants-based
Male,Sandals,Footwear,Mexico,Spring,Yes,Yes,Bi-Weekly,Wants-based
Female,Scarf,Accessories,Australia,Spring,No,No,Annually,Wants-based
Male,Shoes,Footwear,United States,Fall,No,No,Bi-Weekly,Wants-based
Female,Jewelry,Accessories,Italy,Summer,No,No,Bi-Weekly,Wants-based
Male,Jeans,Clothing,Nigeria,Spring,Yes,Yes,Bi-Weekly,Wants-based
Female,Shorts,Clothing,Chile,Fall,No,No,Quarterly,Wants-based
Male,Gloves,Accessories,Canada,Summer,Yes,Yes,Quarterly,Wants-based
Male,Shorts,Clothing,France,Summer,Yes,Yes,Monthly,Wants-based
Male,Shorts,Clothing,Mexico,Fall,No,No,Annually,Wants-based
Female,Sweater,Clothing,South Africa,Spring,No,No,Annually,Wants-based
Male,Jeans,Clothing,Spain,Spring,Yes,Yes,Monthly,Wants-based
Male,Jewelry,Accessories,South Korea,Summer,No,No,Quarterly,Wants-based
Female,Socks,Clothing,Nigeria,Fall,No,No,Quarterly,Wants-based
Male,Shirt,Clothing,Nigeria,Winter,No,No,Weekly,Wants-based
Female,Coat,Outerwear,Philippines,Spring,No,No,Annually,Wants-based
Female,Shoes,Footwear,Philippines,Summer,No,No,Monthly,Wants-based
Male,Blouse,Clothing,Egypt,Summer,Yes,Yes,Annually,Wants-based
Male,Jeans,Clothing,Egypt,Winter,Yes,Yes,Every 3 Months,Wants-based
Male,Hoodie,Clothing,Thailand,Fall,Yes,Yes,Weekly,Wants-based
Male,Coat,Outerwear,Canada,Winter,Yes,Yes,Annually,Wants-based
Male,Socks,Clothing,Spain,Spring,Yes,Yes,Weekly,Wants-based
Male,Blouse,Clothing,Italy,Spring,Yes,Yes,Quarterly,Wants-based
Male,Sandals,Footwear,China,Summer,Yes,Yes,Quarterly,Wants-based
Female,Handbag,Accessories,Netherlands,Summer,No,No,Fortnightly,Wants-based
Male,Backpack,Accessories,Philippines,Fall,Yes,Yes,Fortnightly,Wants-based
Male,Sneakers,Footwear,Nigeria,Spring,Yes,Yes,Monthly,Wants-based
Female,Blouse,Clothing,Canada,Fall,No,No,Bi-Weekly,Wants-based
Female,Hoodie,Clothing,Australia,Winter,No,No,Annually,Wants-based
Male,T-shirt,Clothing,Kenya,Fall,Yes,Yes,Annually,Wants-based
Male,Sweater,Clothing,China,Spring,No,No,Weekly,Wants-based
Male,Sneakers,Footwear,United States,Winter,Yes,Yes,Weekly,Wants-based
Female,Boots,Footwear,Mexico,Summer,No,No,Fortnightly,Wants-based
Male,Socks,Clothing,Kenya,Winter,No,No,Every 3 Months,Wants-based
Male,Scarf,Accessories,Malaysia,Summer,Yes,Yes,Annually,Wants-based
Male,Dress,Clothing,Canada,Summer,Yes,Yes,Every 3 Months,Wants-based
Female,Shorts,Clothing,Chile,Summer,No,No,Fortnightly,Wants-based
Male,Socks,Clothing,United Kingdom,Winter,No,No,Every 3 Months,Wants-based
Female,Jacket,Outerwear,South Africa,Summer,No,No,Every 3 Months,Wants-based
Male,Blouse,Clothing,Australia,Spring,No,No,Annually,Wants-based
Male,Sneakers,Footwear,Spain,Fall,Yes,Yes,Monthly,Wants-based
Female,Hat,Accessories,United Kingdom,Winter,No,No,Quarterly,Wants-based
Male,T-shirt,Clothing,South Korea,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Boots,Footwear,South Africa,Winter,Yes,Yes,Weekly,Wants-based
Male,Socks,Clothing,United States,Winter,Yes,Yes,Every 3 Months,Wants-based
Female,Skirt,Clothing,China,Spring,No,No,Every 3 Months,Wants-based
Female,Shirt,Clothing,Malaysia,Spring,No,No,Every 3 Months,Wants-based
Male,Sneakers,Footwear,Australia,Summer,No,No,Every 3 Months,Wants-based
Male,Shorts,Clothing,Singapore,Spring,No,No,Every 3 Months,Wants-based
Male,Shoes,Footwear,Netherlands,Winter,Yes,Yes,Every 3 Months,Wants-based
Female,Hoodie,Clothing,Canada,Winter,No,No,Bi-Weekly,Wants-based
Male,Skirt,Clothing,South Korea,Spring,Yes,Yes,Quarterly,Wants-based
Male,Jacket,Outerwear,South Africa,Fall,Yes,Yes,Quarterly,Wants-based
Female,Backpack,Accessories,France,Spring,No,No,Annually,Wants-based
Male,Sneakers,Footwear,Nigeria,Winter,Yes,Yes,Weekly,Wants-based
Male,Socks,Clothing,Malaysia,Winter,No,No,Weekly,Wants-based
Male,Skirt,Clothing,Malaysia,Fall,No,No,Weekly,Wants-based
Male,Pants,Clothing,Chile,Spring,Yes,Yes,Bi-Weekly,Wants-based
Male,Sweater,Clothing,South Korea,Fall,Yes,Yes,Bi-Weekly,Wants-based
Female,Backpack,Accessories,Malaysia,Summer,No,No,Annually,Wants-based
Male,Sandals,Footwear,Vietnam,Summer,No,No,Annually,Wants-based
Male,Gloves,Accessories,Italy,Summer,Yes,Yes,Monthly,Wants-based
Female,Jacket,Outerwear,Malaysia,Fall,No,No,Fortnightly,Wants-based
Male,Hat,Accessories,France,Fall,Yes,Yes,Every 3 Months,Wants-based
Female,Sandals,Footwear,South Korea,Spring,No,No,Every 3 Months,Wants-based
Male,Pants,Clothing,Thailand,Winter,Yes,Yes,Bi-Weekly,Wants-based
Male,Socks,Clothing,South Korea,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Boots,Footwear,South Africa,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Hat,Accessories,Thailand,Winter,No,No,Quarterly,Wants-based
Female,Gloves,Accessories,Philippines,Spring,No,No,Fortnightly,Wants-based
Female,Shirt,Clothing,United States,Winter,No,No,Every 3 Months,Wants-based
Male,Jacket,Outerwear,South Africa,Spring,No,No,Annually,Wants-based
Female,Pants,Clothing,Vietnam,Spring,No,No,Weekly,Wants-based
Female,Skirt,Clothing,Mexico,Fall,No,No,Quarterly,Wants-based
Male,Coat,Outerwear,Nigeria,Winter,No,No,Annually,Wants-based
Male,Sandals,Footwear,Argentina,Winter,No,No,Monthly,Wants-based
Male,Sunglasses,Accessories,Germany,Summer,Yes,Yes,Weekly,Wants-based
Male,Shirt,Clothing,Spain,Fall,No,No,Monthly,Wants-based
Male,Shorts,Clothing,South Africa,Winter,No,No,Bi-Weekly,Wants-based
Male,Socks,Clothing,Philippines,Summer,Yes,Yes,Annually,Wants-based
Female,Skirt,Clothing,South Korea,Fall,No,No,Fortnightly,Wants-based
Male,Shirt,Clothing,Kenya,Fall,Yes,Yes,Monthly,Wants-based
Female,Shorts,Clothing,Spain,Summer,No,No,Monthly,Wants-based
Female,Scarf,Accessories,South Africa,Summer,No,No,Quarterly,Wants-based
Male,Gloves,Accessories,South Africa,Spring,No,No,Annually,Wants-based
Male,Sunglasses,Accessories,Malaysia,Fall,Yes,Yes,Bi-Weekly,Wants-based
Male,Blouse,Clothing,Singapore,Summer,No,No,Fortnightly,Wants-based
Male,Shoes,Footwear,Argentina,Fall,No,No,Fortnightly,Wants-based
Male,Jewelry,Accessories,South Africa,Summer,Yes,Yes,Every 3 Months,Wants-based
Male,Coat,Outerwear,Nigeria,Spring,Yes,Yes,Every 3 Months,Wants-based
Male,Sweater,Clothing,Spain,Winter,No,No,Monthly,Wants-based
Female,Jewelry,Accessories,Spain,Summer,No,No,Quarterly,Wants-based
Female,Sneakers,Footwear,Spain,Spring,No,No,Fortnightly,Wants-based
Male,Handbag,Accessories,Kenya,Winter,Yes,Yes,Monthly,Wants-based
Male,Scarf,Accessories,Philippines,Fall,Yes,Yes,Bi-Weekly,Wants-based
Male,Jewelry,Accessories,Germany,Fall,No,No,Bi-Weekly,Wants-based
Male,Gloves,Accessories,China,Summer,Yes,Yes,Weekly,Wants-based
Male,Pants,Clothing,Nigeria,Winter,Yes,Yes,Every 3 Months,Wants-based
Female,Jewelry,Accessories,Egypt,Spring,No,No,Weekly,Wants-based
Male,Hoodie,Clothing,Malaysia,Summer,Yes,Yes,Bi-Weekly,Wants-based
Male,Coat,Outerwear,Netherlands,Winter,Yes,Yes,Quarterly,Wants-based
Male,Gloves,Accessories,Nigeria,Spring,Yes,Yes,Annually,Wants-based
Female,Jewelry,Accessories,France,Spring,No,No,Annually,Wants-based
Male,Socks,Clothing,Vietnam,Fall,Yes,Yes,Monthly,Wants-based
Male,Handbag,Accessories,Mexico,Spring,Yes,Yes,Every 3 Months,Wants-based
Male,Skirt,Clothing,Italy,Fall,Yes,Yes,Quarterly,Wants-based
Female,Pants,Clothing,Singapore,Summer,No,No,Monthly,Wants-based
Female,Shoes,Footwear,Italy,Winter,No,No,Weekly,Wants-based
Male,Hat,Accessories,Netherlands,Spring,Yes,Yes,Quarterly,Wants-based
Male,Boots,Footwear,Netherlands,Fall,No,No,Fortnightly,Wants-based
Male,Shoes,Footwear,Spain,Summer,Yes,Yes,Annually,Wants-based
Male,Blouse,Clothing,Malaysia,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Backpack,Accessories,United Kingdom,Spring,Yes,Yes,Bi-Weekly,Wants-based
Male,Pants,Clothing,Singapore,Winter,No,No,Monthly,Wants-based
Female,T-shirt,Clothing,South Africa,Winter,No,No,Every 3 Months,Wants-based
Male,T-shirt,Clothing,Netherlands,Spring,Yes,Yes,Fortnightly,Wants-based
Male,Socks,Clothing,China,Fall,Yes,Yes,Fortnightly,Wants-based
Male,Sneakers,Footwear,South Korea,Winter,Yes,Yes,Fortnightly,Wants-based
Male,Shoes,Footwear,Netherlands,Winter,No,No,Monthly,Wants-based
Male,Shoes,Footwear,Egypt,Summer,No,No,Bi-Weekly,Wants-based
Male,Boots,Footwear,Spain,Winter,Yes,Yes,Weekly,Wants-based
Female,Shirt,Clothing,Spain,Winter,No,No,Annually,Wants-based
Female,Belt,Accessories,Indonesia,Spring,No,No,Fortnightly,Wants-based
Male,Jewelry,Accessories,Italy,Winter,Yes,Yes,Annually,Wants-based
Male,Hat,Accessories,Netherlands,Fall,Yes,Yes,Annually,Wants-based
Male,Jeans,Clothing,Spain,Winter,No,No,Every 3 Months,Wants-based
Female,Scarf,Accessories,Philippines,Spring,No,No,Weekly,Wants-based
Male,Socks,Clothing,South Africa,Summer,Yes,Yes,Bi-Weekly,Wants-based
Male,Sandals,Footwear,Mexico,Winter,Yes,Yes,Annually,Wants-based
Male,Sunglasses,Accessories,United Kingdom,Spring,No,No,Fortnightly,Wants-based
Male,Sunglasses,Accessories,Nigeria,Summer,Yes,Yes,Bi-Weekly,Wants-based
Male,Hoodie,Clothing,Germany,Spring,Yes,Yes,Every 3 Months,Wants-based
Female,Belt,Accessories,Australia,Winter,No,No,Weekly,Wants-based
Male,Jeans,Clothing,Netherlands,Summer,No,No,Monthly,Wants-based
Female,Backpack,Accessories,China,Fall,No,No,Annually,Wants-based
Female,Pants,Clothing,Thailand,Winter,No,No,Every 3 Months,Wants-based
Female,Coat,Outerwear,South Africa,Fall,No,No,Every 3 Months,Wants-based
Female,Jacket,Outerwear,China,Spring,No,No,Annually,Wants-based
Male,Boots,Footwear,Italy,Spring,Yes,Yes,Annually,Wants-based
Male,Sandals,Footwear,Mexico,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Boots,Footwear,Egypt,Fall,Yes,Yes,Quarterly,Wants-based
Male,Backpack,Accessories,Argentina,Summer,No,No,Every 3 Months,Wants-based
Male,Hat,Accessories,United States,Fall,Yes,Yes,Annually,Wants-based
Male,Shirt,Clothing,Philippines,Fall,No,No,Monthly,Wants-based
Female,Jeans,Clothing,Egypt,Fall,No,No,Bi-Weekly,Wants-based
Male,Blouse,Clothing,Italy,Spring,Yes,Yes,Annually,Wants-based
Male,Jewelry,Accessories,Spain,Fall,No,No,Quarterly,Wants-based
Male,Coat,Outerwear,Germany,Spring,No,No,Bi-Weekly,Wants-based
Female,Handbag,Accessories,Malaysia,Winter,No,No,Monthly,Wants-based
Female,Handbag,Accessories,Spain,Fall,No,No,Bi-Weekly,Wants-based
Male,T-shirt,Clothing,Italy,Summer,Yes,Yes,Weekly,Wants-based
Male,Pants,Clothing,United States,Summer,Yes,Yes,Annually,Wants-based
Female,Shorts,Clothing,United States,Spring,No,No,Every 3 Months,Wants-based
Female,Hat,Accessories,South Korea,Summer,No,No,Quarterly,Wants-based
Female,Backpack,Accessories,Philippines,Winter,No,No,Every 3 Months,Wants-based
Male,Sweater,Clothing,South Korea,Fall,No,No,Fortnightly,Wants-based
Female,Sunglasses,Accessories,Indonesia,Winter,No,No,Monthly,Wants-based
Male,Hoodie,Clothing,Nigeria,Fall,Yes,Yes,Monthly,Wants-based
Male,Belt,Accessories,South Africa,Spring,No,No,Weekly,Wants-based
Male,Shirt,Clothing,Spain,Winter,Yes,Yes,Weekly,Wants-based
Male,Boots,Footwear,United Kingdom,Fall,No,No,Every 3 Months,Wants-based
Female,Dress,Clothing,Italy,Winter,No,No,Bi-Weekly,Wants-based
Female,Boots,Footwear,Singapore,Summer,No,No,Bi-Weekly,Wants-based
Male,Hat,Accessories,South Korea,Summer,Yes,Yes,Quarterly,Wants-based
Female,Sneakers,Footwear,Mexico,Summer,No,No,Quarterly,Wants-based
Female,Socks,Clothing,Singapore,Winter,No,No,Monthly,Wants-based
Male,Blouse,Clothing,South Korea,Winter,No,No,Weekly,Wants-based
Male,Hat,Accessories,Italy,Fall,Yes,Yes,Fortnightly,Wants-based
Male,Coat,Outerwear,Chile,Winter,No,No,Bi-Weekly,Wants-based
Male,Belt,Accessories,Malaysia,Winter,Yes,Yes,Fortnightly,Wants-based
Male,Shorts,Clothing,South Korea,Summer,Yes,Yes,Every 3 Months,Wants-based
Male,Blouse,Clothing,Singapore,Spring,Yes,Yes,Every 3 Months,Wants-based
Male,Hat,Accessories,Egypt,Summer,Yes,Yes,Quarterly,Wants-based
Male,Blouse,Clothing,Kenya,Spring,Yes,Yes,Monthly,Wants-based
Female,Sneakers,Footwear,Italy,Summer,No,No,Monthly,Wants-based
Male,Pants,Clothing,South Africa,Spring,Yes,Yes,Annually,Wants-based
Male,T-shirt,Clothing,Netherlands,Winter,No,No,Weekly,Wants-based
Female,Boots,Footwear,Spain,Spring,No,No,Bi-Weekly,Wants-based
Male,Sandals,Footwear,Netherlands,Fall,No,No,Monthly,Wants-based
Male,Gloves,Accessories,Germany,Spring,No,No,Fortnightly,Wants-based
Male,Hat,Accessories,Nigeria,Summer,Yes,Yes,Bi-Weekly,Wants-based
Female,Skirt,Clothing,South Korea,Winter,No,No,Every 3 Months,Wants-based
Male,Hoodie,Clothing,Nigeria,Summer,Yes,Yes,Quarterly,Wants-based
Male,Shirt,Clothing,Egypt,Summer,No,No,Bi-Weekly,Wants-based
Female,Dress,Clothing,Spain,Summer,No,No,Every 3 Months,Wants-based
Female,Sunglasses,Accessories,Malaysia,Fall,No,No,Quarterly,Wants-based
Male,Shirt,Clothing,Spain,Spring,No,No,Bi-Weekly,Wants-based
Male,Shirt,Clothing,United States,Winter,Yes,Yes,Annually,Wants-based
Male,Dress,Clothing,Mexico,Winter,Yes,Yes,Quarterly,Wants-based
Female,Coat,Outerwear,Nigeria,Winter,No,No,Every 3 Months,Wants-based
Male,Dress,Clothing,Egypt,Winter,No,No,Fortnightly,Wants-based
Male,Scarf,Accessories,Egypt,Fall,No,No,Annually,Wants-based
Female,Shirt,Clothing,Germany,Fall,No,No,Monthly,Wants-based
Male,Coat,Outerwear,South Korea,Summer,Yes,Yes,Weekly,Wants-based
Male,Shoes,Footwear,Indonesia,Fall,Yes,Yes,Quarterly,Wants-based
Male,Blouse,Clothing,South Korea,Fall,No,No,Every 3 Months,Wants-based
Male,Shorts,Clothing,China,Spring,Yes,Yes,Fortnightly,Wants-based
Male,Backpack,Accessories,United States,Summer,No,No,Fortnightly,Wants-based
Female,Boots,Footwear,China,Summer,No,No,Quarterly,Wants-based
Female,Socks,Clothing,Indonesia,Fall,No,No,Weekly,Wants-based
Male,Jewelry,Accessories,Spain,Spring,Yes,Yes,Fortnightly,Wants-based
Male,Shirt,Clothing,Mexico,Spring,Yes,Yes,Every 3 Months,Wants-based
Female,Jacket,Outerwear,Nigeria,Winter,No,No,Monthly,Wants-based
Male,Skirt,Clothing,Thailand,Summer,Yes,Yes,Bi-Weekly,Wants-based
Male,Hat,Accessories,Philippines,Winter,Yes,Yes,Quarterly,Wants-based
Female,Sandals,Footwear,United States,Spring,No,No,Quarterly,Wants-based
Male,Boots,Footwear,Netherlands,Fall,Yes,Yes,Annually,Wants-based
Male,T-shirt,Clothing,Germany,Fall,Yes,Yes,Annually,Wants-based
Male,Pants,Clothing,Malaysia,Summer,No,No,Monthly,Wants-based
Male,Sweater,Clothing,United Kingdom,Fall,Yes,Yes,Weekly,Wants-based
Male,Pants,Clothing,United Kingdom,Summer,Yes,Yes,Bi-Weekly,Wants-based
Male,Boots,Footwear,Egypt,Fall,No,No,Fortnightly,Wants-based
Male,Shorts,Clothing,Thailand,Spring,Yes,Yes,Quarterly,Wants-based
Male,Socks,Clothing,Canada,Spring,Yes,Yes,Quarterly,Wants-based
Male,Gloves,Accessories,Indonesia,Spring,Yes,Yes,Monthly,Wants-based
Male,Belt,Accessories,France,Winter,No,No,Weekly,Wants-based
Male,Socks,Clothing,Germany,Fall,No,No,Bi-Weekly,Wants-based
Male,Shoes,Footwear,Indonesia,Summer,Yes,Yes,Quarterly,Wants-based
Male,Hoodie,Clothing,Philippines,Winter,No,No,Monthly,Wants-based
Female,Hoodie,Clothing,Egypt,Summer,No,No,Quarterly,Wants-based
Female,Sandals,Footwear,Spain,Summer,No,No,Fortnightly,Wants-based
Female,Scarf,Accessories,South Africa,Fall,No,No,Weekly,Wants-based
Male,Sunglasses,Accessories,Canada,Fall,Yes,Yes,Annually,Wants-based
Female,Blouse,Clothing,China,Summer,No,No,Every 3 Months,Wants-based
Male,Socks,Clothing,United States,Spring,Yes,Yes,Fortnightly,Wants-based
Female,Hat,Accessories,Egypt,Fall,No,No,Weekly,Wants-based
Male,Hoodie,Clothing,Mexico,Fall,Yes,Yes,Bi-Weekly,Wants-based
Female,Skirt,Clothing,Mexico,Fall,No,No,Monthly,Wants-based
Female,Shorts,Clothing,Egypt,Fall,No,No,Annually,Wants-based
Male,Shorts,Clothing,United States,Fall,No,No,Weekly,Wants-based
Male,Hoodie,Clothing,United States,Fall,Yes,Yes,Annually,Wants-based
Female,Shirt,Clothing,Netherlands,Fall,No,No,Every 3 Months,Wants-based
Male,Sunglasses,Accessories,South Africa,Winter,No,No,Weekly,Wants-based
Female,Handbag,Accessories,United States,Spring,No,No,Monthly,Wants-based
Male,Dress,Clothing,Netherlands,Fall,Yes,Yes,Bi-Weekly,Wants-based
Male,Scarf,Accessories,Thailand,Fall,No,No,Weekly,Wants-based
Male,Hoodie,Clothing,Germany,Spring,Yes,Yes,Monthly,Wants-based
Male,Shirt,Clothing,Egypt,Winter,Yes,Yes,Monthly,Wants-based
Male,Scarf,Accessories,United States,Winter,No,No,Annually,Wants-based
Male,Sunglasses,Accessories,Spain,Summer,Yes,Yes,Weekly,Wants-based
Male,Belt,Accessories,Italy,Fall,No,No,Fortnightly,Wants-based
Male,Belt,Accessories,Spain,Winter,Yes,Yes,Annually,Wants-based
Female,Shirt,Clothing,Spain,Summer,No,No,Quarterly,Wants-based
Male,T-shirt,Clothing,South Korea,Winter,Yes,Yes,Annually,Wants-based
Female,Coat,Outerwear,South Africa,Summer,No,No,Quarterly,Wants-based
Male,Hat,Accessories,Chile,Spring,Yes,Yes,Bi-Weekly,Wants-based
Male,Gloves,Accessories,Nigeria,Fall,Yes,Yes,Every 3 Months,Wants-based
Female,Hat,Accessories,Canada,Summer,No,No,Quarterly,Wants-based
Female,Coat,Outerwear,Vietnam,Fall,No,No,Fortnightly,Wants-based
Male,Handbag,Accessories,Thailand,Spring,Yes,Yes,Every 3 Months,Wants-based
Male,Pants,Clothing,Thailand,Summer,Yes,Yes,Quarterly,Wants-based
Male,Hoodie,Clothing,China,Winter,Yes,Yes,Every 3 Months,Wants-based
Female,Hat,Accessories,Philippines,Fall,No,No,Fortnightly,Wants-based
Male,Jeans,Clothing,China,Fall,No,No,Bi-Weekly,Wants-based
Male,Shorts,Clothing,South Korea,Winter,Yes,Yes,Every 3 Months,Wants-based
Male,Coat,Outerwear,Philippines,Spring,Yes,Yes,Every 3 Months,Wants-based
Male,Dress,Clothing,United Kingdom,Winter,Yes,Yes,Annually,Wants-based
Male,Gloves,Accessories,United States,Summer,Yes,Yes,Every 3 Months,Wants-based
Female,Shoes,Footwear,Malaysia,Winter,No,No,Annually,Wants-based
Male,Blouse,Clothing,Spain,Spring,No,No,Quarterly,Wants-based
Male,Belt,Accessories,Vietnam,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Sneakers,Footwear,Nigeria,Spring,No,No,Fortnightly,Wants-based
Female,Sweater,Clothing,Netherlands,Fall,No,No,Quarterly,Wants-based
Female,Boots,Footwear,Netherlands,Spring,No,No,Quarterly,Wants-based
Female,Coat,Outerwear,South Africa,Winter,No,No,Weekly,Wants-based
Male,Hat,Accessories,South Korea,Winter,Yes,Yes,Bi-Weekly,Wants-based
Male,Shoes,Footwear,Argentina,Winter,Yes,Yes,Weekly,Wants-based
Female,Blouse,Clothing,United States,Summer,No,No,Fortnightly,Wants-based
Female,Sandals,Footwear,Kenya,Fall,No,No,Annually,Wants-based
Female,Jewelry,Accessories,China,Winter,No,No,Monthly,Wants-based
Male,Dress,Clothing,United States,Spring,Yes,Yes,Fortnightly,Wants-based
Male,Sweater,Clothing,Spain,Summer,Yes,Yes,Monthly,Wants-based
Male,Jeans,Clothing,Kenya,Spring,Yes,Yes,Every 3 Months,Wants-based
Male,Boots,Footwear,Thailand,Fall,Yes,Yes,Annually,Wants-based
Female,Jeans,Clothing,Thailand,Summer,No,No,Monthly,Wants-based
Male,Shorts,Clothing,Thailand,Summer,Yes,Yes,Quarterly,Wants-based
Female,Pants,Clothing,Germany,Summer,No,No,Annually,Wants-based
Male,Sandals,Footwear,Malaysia,Fall,Yes,Yes,Quarterly,Wants-based
Male,Sweater,Clothing,Kenya,Fall,No,No,Monthly,Wants-based
Male,Jewelry,Accessories,Mexico,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Shirt,Clothing,South Korea,Fall,No,No,Every 3 Months,Wants-based
Female,Gloves,Accessories,Australia,Fall,No,No,Quarterly,Wants-based
Male,Skirt,Clothing,Singapore,Fall,No,No,Quarterly,Wants-based
Male,Sweater,Clothing,Italy,Winter,No,No,Quarterly,Wants-based
Female,Scarf,Accessories,Nigeria,Spring,No,No,Fortnightly,Wants-based
Male,Sunglasses,Accessories,Australia,Winter,No,No,Annually,Wants-based
Male,Blouse,Clothing,Egypt,Fall,Yes,Yes,Every 3 Months,Wants-based
Female,Blouse,Clothing,South Korea,Spring,No,No,Every 3 Months,Wants-based
Female,Dress,Clothing,Italy,Winter,No,No,Fortnightly,Wants-based
Male,Blouse,Clothing,South Korea,Winter,No,No,Weekly,Wants-based
Male,Skirt,Clothing,Philippines,Winter,No,No,Fortnightly,Wants-based
Male,Shoes,Footwear,United States,Spring,No,No,Bi-Weekly,Wants-based
Male,Jewelry,Accessories,Germany,Winter,No,No,Quarterly,Wants-based
Female,Shoes,Footwear,Philippines,Spring,No,No,Quarterly,Wants-based
Male,Pants,Clothing,Egypt,Fall,Yes,Yes,Monthly,Wants-based
Male,Scarf,Accessories,Spain,Winter,Yes,Yes,Quarterly,Wants-based
Female,Pants,Clothing,Malaysia,Fall,No,No,Bi-Weekly,Wants-based
Male,Shoes,Footwear,United States,Spring,Yes,Yes,Annually,Wants-based
Male,Pants,Clothing,Spain,Spring,No,No,Fortnightly,Wants-based
Male,Shirt,Clothing,Netherlands,Fall,Yes,Yes,Fortnightly,Wants-based
Female,Sweater,Clothing,Netherlands,Winter,No,No,Every 3 Months,Wants-based
Male,Coat,Outerwear,Nigeria,Winter,Yes,Yes,Every 3 Months,Wants-based
Female,Jacket,Outerwear,Italy,Fall,No,No,Every 3 Months,Wants-based
Male,Jewelry,Accessories,Italy,Spring,Yes,Yes,Weekly,Wants-based
Male,Boots,Footwear,Thailand,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Scarf,Accessories,United States,Fall,Yes,Yes,Monthly,Wants-based
Female,Coat,Outerwear,United Kingdom,Summer,No,No,Monthly,Wants-based
Male,Backpack,Accessories,China,Spring,Yes,Yes,Monthly,Wants-based
Male,Boots,Footwear,Spain,Spring,No,No,Every 3 Months,Wants-based
Male,Sunglasses,Accessories,Mexico,Summer,Yes,Yes,Bi-Weekly,Wants-based
Male,Coat,Outerwear,South Korea,Fall,Yes,Yes,Weekly,Wants-based
Female,Hoodie,Clothing,Italy,Spring,No,No,Quarterly,Wants-based
Female,Shirt,Clothing,Germany,Fall,No,No,Quarterly,Wants-based
Male,Belt,Accessories,Singapore,Winter,Yes,Yes,Weekly,Wants-based
Female,Sneakers,Footwear,South Korea,Spring,No,No,Bi-Weekly,Wants-based
Female,Hoodie,Clothing,Italy,Winter,No,No,Every 3 Months,Wants-based
Female,Skirt,Clothing,Philippines,Fall,No,No,Fortnightly,Wants-based
Male,Backpack,Accessories,Malaysia,Fall,Yes,Yes,Every 3 Months,Wants-based
Male,Scarf,Accessories,Spain,Fall,No,No,Annually,Wants-based
Male,Jeans,Clothing,Spain,Summer,No,No,Weekly,Wants-based
Female,Skirt,Clothing,Australia,Winter,No,No,Quarterly,Wants-based
Female,Hat,Accessories,Thailand,Winter,No,No,Bi-Weekly,Wants-based
Female,Pants,Clothing,China,Spring,No,No,Quarterly,Wants-based
Male,T-shirt,Clothing,Germany,Spring,No,No,Quarterly,Wants-based
Female,Shorts,Clothing,Egypt,Fall,No,No,Quarterly,Wants-based
Male,Socks,Clothing,Egypt,Summer,Yes,Yes,Fortnightly,Wants-based
Male,Sweater,Clothing,China,Summer,No,No,Weekly,Wants-based
Male,Sneakers,Footwear,United States,Fall,No,No,Bi-Weekly,Wants-based
Male,Socks,Clothing,Nigeria,Fall,No,No,Every 3 Months,Wants-based
Male,Boots,Footwear,France,Winter,Yes,Yes,Fortnightly,Wants-based
Male,Socks,Clothing,Spain,Spring,No,No,Every 3 Months,Wants-based
Male,Handbag,Accessories,Netherlands,Winter,No,No,Monthly,Wants-based
Male,Coat,Outerwear,Australia,Summer,Yes,Yes,Every 3 Months,Wants-based
Female,Blouse,Clothing,Canada,Winter,No,No,Fortnightly,Wants-based
Female,T-shirt,Clothing,Australia,Winter,No,No,Quarterly,Wants-based
Male,Scarf,Accessories,China,Spring,No,No,Monthly,Wants-based
Male,Jewelry,Accessories,South Africa,Spring,Yes,Yes,Monthly,Wants-based
Male,Jeans,Clothing,United Kingdom,Spring,Yes,Yes,Quarterly,Wants-based
Female,Scarf,Accessories,United States,Fall,No,No,Annually,Wants-based
Male,Jewelry,Accessories,South Korea,Winter,No,No,Every 3 Months,Wants-based
Male,Coat,Outerwear,Mexico,Spring,No,No,Annually,Wants-based
Male,Backpack,Accessories,Malaysia,Winter,Yes,Yes,Annually,Wants-based
Female,Coat,Outerwear,Mexico,Summer,No,No,Weekly,Wants-based
